t,roll_deg,pitch_deg,yaw_deg,T1_sim,T2_sim,T3_sim,T1_arduino,T2_arduino,T3_arduino,v1,v2,v3
0.23750000000000016,-4.910490813966889e-19,0.0390230931536909,-6.918797407094814e-17,-0.02517019300322402,-2.9735083456772224e-18,0.025170193003224026,-0.0003185619005142525,-4.381870049799819e-20,0.0003185619005142525,-0.00015928095025712625,-2.1909350248999096e-20,0.00015928095025712625
0.24000000000000016,-4.639400883677655e-19,0.037263185625157756,-6.867468777274843e-17,-0.02403503944744424,-2.1674628436657227e-18,0.02403503944744424,-0.000304195038096806,-3.5952745679964647e-20,0.000304195038096806,-0.000152097519048403,-1.7976372839982323e-20,0.000152097519048403
0.24250000000000016,-4.446584401402873e-19,0.03558264839646188,-6.816882841982755e-17,-0.022951080299848565,-2.5407531459021323e-18,0.022951080299848565,-0.0002904761084331021,-2.371693975620197e-20,0.0002904761084331021,-0.00014523805421655104,-1.1858469878100985e-20,0.00014523805421655104
0.24500000000000016,-4.375364310185981e-19,0.033977901935753334,-6.770435022065803e-17,-0.02191600674086732,-2.3748014636706684e-18,0.021916006740867328,-0.00027737589034935214,-3.033474980332436e-20,0.00027737589034935214,-0.00013868794517467607,-1.516737490166218e-20,0.00013868794517467607
0.24750000000000016,-4.217413715761279e-19,0.032445528145012295,-6.723835248647728e-17,-0.020927614076212114,-1.4975718542438625e-18,0.02092761407621212,-0.00026486648051751434,-3.200785946269486e-20,0.00026486648051751434,-0.00013243324025875717,-1.600392973134743e-20,0.00013243324025875717
0.25000000000000017,-4.031687080225317e-19,0.030982263079515914,-6.671797814866538e-17,-0.019983797040976945,-2.740022319419801e-18,0.019983797040976945,-0.0002529212340220814,-2.287190056058855e-20,0.0002529212340220814,-0.0001264606170110407,-1.1435950280294275e-20,0.0001264606170110407
0.25250000000000017,-3.9365873779813875e-19,0.02958498999565187,-6.622536881618996e-17,-0.019082545315512695,-2.7014384767892876e-18,0.019082545315512695,-0.00024151470760719183,-1.837243496547231e-20,0.00024151470760719183,-0.00012075735380359591,-9.186217482736155e-21,0.00012075735380359591
0.25500000000000017,-3.8779536874598986e-19,0.028250732712270396,-6.575614282790047e-17,-0.018221939243524724,-2.3075448828895937e-18,0.01822193924352473,-0.00023062260548319284,-2.702439003434799e-20,0.00023062260548319284,-0.00011531130274159642,-1.3512195017173995e-20,0.00011531130274159642
0.2575000000000002,-3.7133916117034825e-19,0.026976649271434373,-6.52643114373574e-17,-0.017400145743274736,-1.902104749749122e-18,0.017400145743274736,-0.00022022172757723063,-2.1775922814461942e-20,0.00022022172757723063,-0.00011011086378861532,-1.0887961407230971e-20,0.00011011086378861532
0.2600000000000002,-3.5988760260111825e-19,0.025760025885064722,-6.481333963203045e-17,-0.016615414403178503,-1.0933457397104417e-18,0.01661541440317851,-0.00021028992011765717,-2.701670688706788e-20,0.00021028992011765717,-0.00010514496005882859,-1.350835344353394e-20,0.00010514496005882859
0.2625000000000002,-3.4197122781648795e-19,0.024598271154587435,-6.430343731977214e-17,-0.015866073753484547,-2.1554723753730927e-18,0.015866073753484547,-0.00020080602844699594,-2.4587413848924135e-20,0.00020080602844699594,-0.00010040301422349797,-1.2293706924462067e-20,0.00010040301422349797
0.2650000000000002,-3.262592416983618e-19,0.02348891055127001,-6.382630065869621e-17,-0.015150527706092435,-1.3184454297050406e-18,0.015150527706092438,-0.00019174985196297693,-2.3238926061730454e-20,0.00019174985196297693,-9.587492598148846e-05,-1.1619463030865227e-20,9.587492598148846e-05
0.2675000000000002,-3.115296208709457e-19,0.02242958114549036,-6.334714880212908e-17,-0.014467252154929345,-1.4081175708628266e-18,0.014467252154929349,-0.0001831021010916577,-2.1568932648529292e-20,0.0001831021010916577,-9.155105054582885e-05,-1.0784466324264646e-20,9.155105054582885e-05
0.2700000000000002,-2.9813229478355306e-19,0.02141802657371149,-6.287400320898793e-17,-0.013814791729643176,-1.3029141147758314e-18,0.013814791729643179,-0.00017484435620100083,-2.2860484103289906e-20,0.00017484435620100083,-8.742217810050042e-05,-1.1430242051644953e-20,8.742217810050042e-05
0.2725000000000002,-2.828727046044196e-19,0.020452092232441595,-6.239373981975303e-17,-0.01319175669569898,-1.2844539048890622e-18,0.01319175669569898,-0.00016695902836739028,-1.5800495789586126e-20,0.00016695902836739028,-8.347951418369514e-05,-7.900247894793063e-21,8.347951418369514e-05
0.2750000000000002,-2.748731011881358e-19,0.019529720688942653,-6.195534799676217e-17,-0.012596819994276027,-6.984473150611369e-19,0.01259681999427603,-0.0001594293219115264,-1.7466225965311976e-20,0.0001594293219115264,-7.97146609557632e-05,-8.733112982655988e-21,7.97146609557632e-05
0.2775000000000002,-2.644078324884795e-19,0.018648947298912328,-6.14960469667094e-17,-0.012028714415660927,-1.0608961249311968e-18,0.01202871441566093,-0.0001522391986239023,-1.9586638671355164e-20,0.0001522391986239023,-7.611959931195115e-05,-9.793319335677582e-21,7.611959931195115e-05
0.2800000000000002,-2.511834484086669e-19,0.017807896021804836,-6.101760824139327e-17,-0.011486229900116517,-1.3368158011203754e-18,0.011486229900116517,-0.00014537334360366995,-1.2311399431470549e-20,0.00014537334360366995,-7.268667180183497e-05,-6.155699715735274e-21,7.268667180183497e-05
0.2825000000000002,-2.4548674281395953e-19,0.01700477542487739,-6.057377292676542e-17,-0.010968210960477861,-1.0156713973561877e-18,0.010968210960477865,-0.0001388171326381279,-1.6532874282725853e-20,0.0001388171326381279,-6.940856631906395e-05,-8.266437141362926e-21,6.940856631906395e-05
0.2850000000000002,-2.345973921122622e-19,0.016237874867450843,-6.010897960773658e-17,-0.010473554220985521,-1.1347383357559867e-18,0.010473554220985521,-0.00013255660105335786,-1.388383105036273e-20,0.00013255660105335786,-6.627830052667893e-05,-6.941915525181365e-21,6.627830052667893e-05
0.2875000000000002,-2.262302469003254e-19,0.015505560857256984,-5.966692514038014e-17,-0.01000120606711408,-6.900045021492291e-19,0.010001206067114084,-0.00012657841396966014,-1.6645527491965844e-20,0.00012657841396966014,-6.328920698483007e-05,-8.322763745982922e-21,6.328920698483007e-05
0.2900000000000002,-2.1447849948818156e-19,0.014806273571111556,-5.921916170450971e-17,-0.009550160401390588,-5.233700716754304e-19,0.009550160401390591,-0.00012086983789843637,-1.7960855730388428e-20,0.00012086983789843637,-6.0434918949218184e-05,-8.980427865194214e-21,6.0434918949218184e-05
0.2925000000000002,-2.0113037309047044e-19,0.014138523532501984,-5.875442123998808e-17,-0.009119456500422611,-8.555539599312498e-19,0.009119456500422611,-0.00011541871362002025,-1.2552395454696424e-20,0.00011541871362002025,-5.7709356810010126e-05,-6.276197727348212e-21,5.7709356810010126e-05
0.2950000000000002,-1.9352934430238523e-19,0.013500888439013111,-5.830669393522375e-17,-0.008708176968571816,-8.952115940840893e-19,0.008708176968571816,-0.0001102134302846891,-1.0731552564481751e-20,0.0001102134302846891,-5.510671514234455e-05,-5.3657762822408755e-21,5.510671514234455e-05
0.2975000000000002,-1.8753187728951644e-19,0.012892010132833347,-5.787551078867714e-17,-0.008315445783914266,-5.697822304927113e-19,0.00831544578391427,-0.00010524290068169236,-1.5486994523837202e-20,0.00010524290068169236,-5.262145034084618e-05,-7.743497261918601e-21,5.262145034084618e-05
0.3000000000000002,-1.760269504534841e-19,0.012310591707888435,-5.743065045935671e-17,-0.007940426432325958,-4.526573564308901e-19,0.007940426432325958,-0.00010049653762361964,-1.2201130831436809e-20,0.00010049653762361964,-5.024826881180982e-05,-6.1005654157184046e-21,5.024826881180982e-05
0.3025000000000002,-1.679925922683083e-19,0.011755394747441018,-5.700012132306466e-17,-0.007582320125718586,-3.605889860632181e-19,0.0075823201257185875,-9.596423139581064e-05,-1.3703129585399098e-20,9.596423139581064e-05,-4.798211569790532e-05,-6.851564792699549e-21,4.798211569790532e-05
0.3050000000000002,-1.5812484055257164e-19,0.011225236686272132,-5.656675132961481e-17,-0.007240364100631187,-2.757697258735753e-19,0.007240364100631189,-9.163632822277309e-05,-1.0164201187755125e-20,9.163632822277309e-05,-4.581816411138654e-05,-5.0821005938775624e-21,4.581816411138654e-05
0.3075000000000002,-1.519677907322091e-19,0.01071898829182605,-5.612887624944286e-17,-0.006913829993553381,-7.804117721194063e-19,0.006913829993553383,-8.750360970574324e-05,-1.1769674571746971e-20,8.750360970574324e-05,-4.375180485287162e-05,-5.8848372858734854e-21,4.375180485287162e-05
0.3100000000000002,-1.4381828847373777e-19,0.010235571258953349,-5.56956994810867e-17,-0.006602022289519671,-4.709282005686285e-19,0.006602022289519673,-8.355727318759247e-05,-1.4096920773670563e-20,8.355727318759247e-05,-4.177863659379624e-05,-7.048460386835281e-21,4.177863659379624e-05
